Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Brand,Series,Mileage (kmpl),Engine (CC),Power (bhp)
Hyderabad,2013,130000,Diesel,Manual,First,5.0,4.75,Renault,Scala,21.64,1461.0,84.8
Coimbatore,2018,52380,Diesel,Manual,First,5.0,10.15,Maruti,Vitara,24.3,1248.0,88.5
Kolkata,2011,44000,Petrol,Manual,First,5.0,2.65,Nissan,Micra,18.06,1198.0,75.0
Hyderabad,2015,84000,Diesel,Manual,First,5.0,3.8,Ford,Figo,20.0,1399.0,68.05
Kochi,2017,41697,Petrol,Automatic,First,5.0,16.68,Honda,CR-V,13.1,1997.0,141.1
Pune,2014,163000,Diesel,Manual,First,5.0,5.0,Nissan,Terrano,19.01,1461.0,108.5
Chennai,2011,42000,Petrol,Manual,Second,5.0,3.75,Toyota,Etios,17.71,1197.0,78.9
Jaipur,2013,129000,Diesel,Manual,Third,5.0,4.11,Hyundai,i20,21.27,1396.0,88.76
Chennai,2015,32200,Petrol,Manual,Second,5.0,4.25,Ford,Figo,18.16,1196.0,86.8
Mumbai,2004,129000,Diesel,Manual,First,6.0,3.45,Mitsubishi,Pajero,10.5,2835.0,107.2
Bangalore,2014,40000,Diesel,Automatic,First,5.0,22.5,Audi,A4,17.11,1968.0,174.33
Delhi,2006,150000,Petrol,Manual,First,8.0,4.5,Toyota,Innova,12.4,1998.0,132.0
Jaipur,2007,140000,Petrol,Manual,First,5.0,0.9,Chevrolet,Aveo,15.26,1150.0,74.9
Hyderabad,2006,63181,Petrol,Manual,First,5.0,1.85,Hyundai,Getz,15.3,1341.0,83.0
Kolkata,2013,39575,Diesel,Manual,First,5.0,3.25,Honda,Amaze,25.8,1498.0,98.6
Pune,2010,63600,Diesel,Manual,Second,5.0,3.1,Maruti,Swift,17.8,1248.0,
Coimbatore,2014,70374,Diesel,Manual,First,5.0,7.34,Ford,Ecosport,22.7,1498.0,89.84
Kolkata,2015,26256,Diesel,Manual,First,5.0,4.25,Volkswagen,CrossPolo,20.14,1498.0,88.5
Delhi,2016,13460,Petrol,Manual,First,5.0,6.45,Hyundai,Elite,18.6,1197.0,81.86
Chennai,2011,122000,Diesel,Manual,Second,8.0,10.75,Toyota,Innova,12.8,2494.0,102.0
Kolkata,2015,58589,Diesel,Automatic,First,5.0,27.75,Mercedes-Benz,M-Class,15.26,2143.0,203.2
Jaipur,2005,115000,Petrol,Manual,Second,5.0,0.99,Maruti,Wagon,17.3,1061.0,64.0
Pune,2016,75000,Diesel,Automatic,First,7.0,24.0,Ford,Endeavour,12.62,2198.0,158.0
Jaipur,2016,30292,Petrol,Manual,First,5.0,6.1,Hyundai,Elite,18.6,1197.0,81.86
Ahmedabad,2017,32248,Petrol,Manual,First,5.0,8.25,Honda,WRV,17.5,1199.0,88.7
Bangalore,2013,74000,Petrol,Manual,First,5.0,4.65,Volkswagen,Polo,16.47,1198.0,73.9
Mumbai,2014,56100,Petrol,Manual,First,5.0,9.75,Honda,CR-V,13.7,1997.0,153.86
Bangalore,2014,61325,Petrol,Manual,First,5.0,4.4,Hyundai,Grand,18.9,1197.0,81.86
Kolkata,2014,33000,Petrol,Manual,First,5.0,3.99,Maruti,Swift,19.1,1197.0,85.8
Coimbatore,2016,18090,Diesel,Automatic,First,5.0,45.73,BMW,5,16.2,2993.0,258.0
Kochi,2014,71390,Diesel,Manual,First,5.0,5.27,Ford,Ecosport,22.7,1498.0,89.84
Mumbai,2014,41000,CNG,Manual,First,5.0,3.5,Maruti,Wagon,26.2,998.0,58.2
Ahmedabad,2016,67000,Diesel,Manual,First,5.0,7.25,Honda,City,26.0,1498.0,98.6
Chennai,2008,99000,Diesel,Manual,Second,5.0,1.6,Tata,Indigo,17.0,1405.0,70.0
Pune,2014,142000,Diesel,Manual,Second,5.0,6.0,Renault,Duster,19.01,1461.0,108.45
Chennai,2010,26966,Petrol,Manual,First,5.0,3.0,Hyundai,i10,20.36,1197.0,78.9
Mumbai,2015,27628,Petrol,Manual,First,5.0,4.95,Honda,Jazz,18.7,1199.0,88.7
Hyderabad,2016,82497,Diesel,Manual,First,5.0,8.99,Maruti,SX4,23.65,1248.0,88.5
Mumbai,2007,86000,Petrol,Manual,Third,5.0,1.85,Honda,Accord,11.9,2354.0,144.0
Coimbatore,2016,26981,Petrol,Manual,First,5.0,6.16,Volkswagen,Polo,16.47,1198.0,73.9
Hyderabad,2010,110471,Diesel,Manual,First,5.0,3.5,Maruti,Ritz,21.1,1248.0,73.9
Jaipur,2014,69000,Petrol,Manual,First,5.0,4.5,Honda,Amaze,19.5,1199.0,88.76
Hyderabad,2017,12000,Petrol,Manual,First,5.0,7.75,Hyundai,i20,18.6,1197.0,81.83
Hyderabad,2014,77500,Diesel,Manual,First,5.0,6.6,Renault,Duster,20.45,1461.0,83.8
Kochi,2014,48031,Petrol,Manual,First,5.0,4.98,Hyundai,Grand,18.9,1197.0,82.0
Chennai,2008,170000,Diesel,Automatic,Third,5.0,9.75,BMW,3,16.07,1995.0,181.0
Mumbai,2014,69565,Diesel,Manual,First,5.0,5.55,Ford,Ecosport,22.7,1498.0,89.84
Hyderabad,2016,45492,Diesel,Automatic,First,5.0,10.3,Volkswagen,Vento,21.5,1498.0,108.5
Chennai,2011,85000,Petrol,Automatic,Second,5.0,7.5,Honda,Accord,11.7,2354.0,177.6
Hyderabad,2008,55902,Petrol,Manual,First,5.0,1.8,Chevrolet,Aveo,14.49,1399.0,92.7
Hyderabad,2017,18500,Petrol,Manual,First,5.0,6.25,Volkswagen,Polo,16.2,1199.0,74.0
Hyderabad,2015,129750,Diesel,Manual,Second,7.0,6.8,Mahindra,Xylo,14.95,2489.0,93.7
Hyderabad,2009,50902,Petrol,Automatic,First,5.0,3.0,Hyundai,i10,19.2,1197.0,80.0
Coimbatore,2015,84725,Diesel,Manual,First,7.0,11.6,Mahindra,XUV500,15.1,2179.0,140.0
Mumbai,2013,40000,Diesel,Manual,Second,5.0,6.95,Hyundai,Elantra,22.7,1582.0,126.24
Mumbai,2010,60000,Petrol,Manual,Third,5.0,3.5,Volkswagen,Passat,14.3,1798.0,160.0
Coimbatore,2014,33496,Petrol,Manual,First,5.0,5.5,Hyundai,Grand,18.9,1197.0,81.86
Mumbai,2015,25000,Petrol,Manual,First,5.0,5.65,Hyundai,i20,18.6,1197.0,81.83
Ahmedabad,2013,71000,Diesel,Manual,First,8.0,3.25,Chevrolet,Enjoy,18.2,1248.0,73.8
Coimbatore,2015,20826,Petrol,Automatic,First,5.0,7.72,Skoda,Rapid,14.3,1598.0,103.6
Pune,2016,42244,Diesel,Manual,First,5.0,12.0,Hyundai,Creta,19.67,1582.0,126.2
Jaipur,2013,98598,Diesel,Manual,First,5.0,1.55,Chevrolet,Beat,25.44,936.0,57.6
Delhi,2011,62100,Diesel,Manual,First,7.0,10.75,Toyota,Fortuner,11.5,2982.0,171.0
Coimbatore,2016,44238,Petrol,Manual,First,5.0,6.72,Hyundai,i20,18.6,1197.0,81.83
Coimbatore,2012,91743,Diesel,Automatic,First,7.0,28.55,Audi,Q7,12.07,2967.0,241.4
Bangalore,2013,19828,Diesel,Automatic,Second,4.0,75.0,Porsche,Panamera,17.85,2967.0,300.0
Hyderabad,2016,36891,Petrol,Manual,First,5.0,10.49,Honda,City,17.8,1497.0,117.3
Hyderabad,2012,90049,Diesel,Manual,First,7.0,3.8,Mahindra,Quanto,17.21,1493.0,100.0
Ahmedabad,2012,74002,Diesel,Automatic,First,5.0,18.5,Audi,A4,16.55,1968.0,140.0
Kolkata,2013,41000,Petrol,Automatic,First,5.0,6.0,Hyundai,Sonata,12.37,2359.0,198.25
Hyderabad,2012,83678,Diesel,Manual,First,5.0,5.5,Hyundai,Verna,22.32,1582.0,126.32
Pune,2010,91000,Petrol,Manual,First,5.0,2.3,Maruti,Wagon,18.9,998.0,67.1
Jaipur,2016,50000,Diesel,Manual,First,7.0,8.7,Maruti,Ertiga,24.52,1248.0,88.5
Delhi,2015,58000,Diesel,Manual,First,5.0,4.95,Hyundai,Xcent,24.4,1120.0,71.01
Jaipur,2012,80000,Diesel,Manual,First,5.0,4.25,Maruti,Swift,22.9,1248.0,74.0
Kochi,2017,41290,Diesel,Manual,Second,7.0,10.94,Mahindra,XUV500,16.0,2179.0,140.0
Delhi,2013,65000,Diesel,Automatic,First,5.0,21.26,BMW,5,22.48,1995.0,190.0
Bangalore,2016,16471,Petrol,Manual,Second,5.0,11.5,Toyota,Corolla,14.28,1798.0,138.03
Pune,2015,54339,Diesel,Manual,Second,5.0,6.0,Hyundai,i20,22.54,1396.0,88.73
Hyderabad,2016,24025,Petrol,Manual,First,6.0,4.1,Mahindra,KUV,18.15,1198.0,82.0
Kolkata,2013,24027,Petrol,Manual,First,5.0,2.01,Maruti,Alto,24.7,796.0,47.3
Hyderabad,2010,59270,Petrol,Manual,First,5.0,2.6,Fiat,Punto,15.7,1172.0,67.0
Kolkata,2012,40000,Petrol,Manual,First,5.0,2.35,Maruti,Wagon,18.9,998.0,67.1
Bangalore,2012,155566,Diesel,Manual,Second,6.0,9.15,Mitsubishi,Pajero,9.5,2835.0,118.6
Chennai,2013,42320,Petrol,Manual,First,5.0,2.9,Honda,Brio,19.4,1198.0,86.8
Coimbatore,2017,24153,Diesel,Manual,Second,5.0,9.18,Hyundai,i20,22.54,1396.0,88.73
Mumbai,2016,27000,Petrol,Automatic,First,5.0,11.45,Hyundai,Creta,13.0,1591.0,121.3
Hyderabad,2012,92000,CNG,Manual,Second,5.0,2.1,Maruti,Alto,26.83,796.0,38.4
Kochi,2017,61795,Petrol,Manual,First,5.0,5.53,Honda,Amaze,17.8,1198.0,86.7
Chennai,2016,13500,Petrol,Manual,First,6.0,3.75,Mahindra,KUV,18.15,1198.0,82.0
Pune,2018,4500,Petrol,Automatic,First,5.0,12.5,Honda,City,18.0,1497.0,117.3
Mumbai,2017,23000,Diesel,Automatic,First,7.0,15.5,Mahindra,XUV500,16.0,2179.0,140.0
Pune,2011,65400,Petrol,Manual,First,5.0,2.1,Hyundai,Santro,,1086.0,
Mumbai,2013,80578,Diesel,Automatic,Second,5.0,14.5,Mercedes-Benz,New,14.84,2143.0,170.0
Coimbatore,2017,42646,Diesel,Automatic,First,5.0,12.46,Renault,Duster,19.6,1461.0,108.45
Bangalore,2014,30000,Petrol,Manual,Second,5.0,5.25,Volkswagen,Polo,16.47,1198.0,74.0
Delhi,2012,90000,Diesel,Automatic,First,,14.5,BMW,5,18.48,,
Bangalore,2009,98000,Diesel,Automatic,Second,5.0,25.0,Mercedes-Benz,S,13.5,2987.0,282.0
Kochi,2012,66400,Petrol,Manual,First,,2.66,Hyundai,Santro,,,
Hyderabad,2012,50000,Diesel,Automatic,First,4.0,45.0,Jaguar,XJ,12.9,2993.0,271.23
Jaipur,2015,63310,Diesel,Manual,First,5.0,5.1,Maruti,Swift,28.4,1248.0,74.0
Delhi,2014,66000,Diesel,Manual,First,5.0,3.5,Honda,Amaze,25.8,1498.0,98.6
Ahmedabad,2011,74000,Diesel,Automatic,Second,5.0,12.5,BMW,3,16.07,1995.0,181.0
Hyderabad,2012,93000,Diesel,Manual,First,5.0,5.55,Hyundai,Verna,23.5,1396.0,88.7
Delhi,2015,70000,Diesel,Automatic,First,7.0,19.48,Toyota,Fortuner,11.5,2982.0,169.0
Ahmedabad,2012,48772,Petrol,Manual,First,5.0,3.91,Maruti,Swift,18.6,1197.0,85.8
Chennai,2010,66000,Petrol,Manual,First,5.0,2.19,Chevrolet,Beat,18.6,1199.0,79.4
Coimbatore,2017,27417,Petrol,Automatic,First,5.0,6.89,Hyundai,Grand,18.9,1197.0,82.0
Coimbatore,2011,51593,Petrol,Manual,Second,5.0,3.47,Ford,Figo,15.6,1196.0,70.0
Mumbai,2008,86340,Petrol,Automatic,Second,5.0,3.25,Nissan,Teana,9.1,2349.0,
Pune,2010,75000,Petrol,Manual,First,5.0,2.85,Maruti,Swift,16.1,1298.0,88.2
Coimbatore,2016,39237,Diesel,Automatic,First,5.0,25.64,Audi,A4,17.11,1968.0,174.33
Kochi,2018,11966,Petrol,Manual,First,5.0,10.28,Honda,City,16.8,1497.0,116.3
Hyderabad,2015,37000,Petrol,Manual,First,5.0,6.3,Honda,Jazz,18.2,1199.0,88.7
Chennai,2014,70920,Diesel,Manual,First,5.0,4.75,Volkswagen,Polo,20.14,1498.0,88.8
Hyderabad,2013,65280,Diesel,Manual,First,5.0,5.8,Nissan,Terrano,19.87,1461.0,83.14
Hyderabad,2016,62000,Diesel,Automatic,First,7.0,44.5,Land,Rover,12.51,2179.0,187.7
Kochi,2014,44525,Petrol,Manual,First,5.0,4.65,Hyundai,i20,18.5,1197.0,82.9
Jaipur,2009,86863,Petrol,Manual,First,5.0,3.6,Honda,City,17.0,1497.0,118.0
Hyderabad,2015,102626,Diesel,Manual,First,7.0,12.25,Mahindra,XUV500,16.0,2179.0,140.0
Jaipur,2017,45000,Diesel,Manual,First,5.0,20.0,Jeep,Compass,16.3,1956.0,170.0
Jaipur,2017,22000,Diesel,Manual,First,7.0,16.0,Mahindra,XUV500,16.0,2179.0,140.0
Coimbatore,2011,108905,Diesel,Automatic,Second,8.0,6.21,Mahindra,Scorpio,11.79,2179.0,120.0
Kolkata,2016,12800,Petrol,Manual,First,7.0,3.25,Datsun,GO,19.44,1198.0,67.0
Kolkata,2016,32000,Diesel,Manual,First,7.0,9.75,Mahindra,Scorpio,15.4,2179.0,120.0
Mumbai,2014,39000,Petrol,Automatic,First,5.0,4.45,Honda,Amaze,15.5,1198.0,86.7
Pune,2017,42000,Diesel,Manual,First,5.0,12.0,Honda,City,25.6,1498.0,98.6
Chennai,2008,73000,Petrol,Manual,First,5.0,0.8,Tata,Indigo,14.4,1396.0,65.0
Chennai,2018,48000,Diesel,Manual,First,5.0,5.95,Hyundai,Grand,24.0,1186.0,73.97
Pune,2015,18000,CNG,Manual,First,4.0,3.0,Maruti,Alto,33.44,796.0,40.3
Kolkata,2014,19000,Petrol,Manual,First,5.0,5.25,Hyundai,Verna,17.43,1396.0,105.5
Coimbatore,2019,33598,Diesel,Manual,First,7.0,22.2,Toyota,Innova,13.68,2393.0,147.8
Jaipur,2012,63000,Diesel,Automatic,First,5.0,13.5,BMW,X1,17.05,1995.0,184.0
Chennai,2015,48000,Diesel,Automatic,First,5.0,13.5,Volkswagen,Jetta,16.96,1968.0,138.03
Delhi,2014,66000,Diesel,Manual,First,5.0,3.47,Ford,Figo,20.0,1399.0,68.05
Ahmedabad,2013,80000,Diesel,Automatic,Second,7.0,9.5,Mahindra,Ssangyong,11.18,2696.0,184.0
Chennai,2011,37000,Petrol,Manual,First,5.0,4.8,Volkswagen,Vento,15.04,1598.0,103.6
Kochi,2016,35058,Petrol,Manual,First,5.0,6.54,Skoda,Rapid,15.0,1598.0,103.52
Delhi,2012,52000,Petrol,Manual,First,5.0,3.1,Volkswagen,Polo,16.47,1198.0,73.9
Hyderabad,2015,61313,Diesel,Manual,First,5.0,7.99,Maruti,S,23.65,1248.0,88.5
Kolkata,2009,45000,Petrol,Manual,Second,5.0,3.3,Toyota,Corolla,14.53,1798.0,138.1
Bangalore,2015,74000,Diesel,Manual,First,7.0,8.75,Maruti,Ertiga,20.77,1248.0,88.8
Hyderabad,2013,89000,Petrol,Automatic,First,5.0,4.19,Hyundai,i10,19.2,1197.0,80.0
Kochi,2019,13414,Diesel,Automatic,First,5.0,30.77,Mercedes-Benz,CLA,17.9,2143.0,136.0
Jaipur,2006,95000,Petrol,Manual,Second,5.0,2.11,Honda,City,16.9,1497.0,100.0
Jaipur,2018,15900,Petrol,Manual,First,6.0,6.25,Mahindra,KUV,18.15,1198.0,82.0
Delhi,2011,151000,Diesel,Manual,First,7.0,11.4,Toyota,Fortuner,11.5,2982.0,171.0
Bangalore,2011,65000,Petrol,Manual,First,5.0,5.2,Honda,City,17.0,1497.0,118.0
Coimbatore,2017,36824,Diesel,Automatic,First,5.0,39.84,Audi,A6,18.53,1968.0,187.74
Coimbatore,2013,65287,Diesel,Manual,First,5.0,4.45,Ford,Figo,20.0,1399.0,68.05
Kolkata,2014,52000,Diesel,Automatic,First,5.0,19.5,Mercedes-Benz,GLA,17.9,2143.0,136.0
Hyderabad,2007,33000,Petrol,Manual,First,5.0,1.75,Chevrolet,Aveo,15.26,1150.0,74.9
Hyderabad,2016,71000,Diesel,Manual,First,5.0,5.1,Ford,Figo,25.83,1498.0,99.0
Delhi,2013,71000,Diesel,Automatic,First,5.0,6.8,Hyundai,Elantra,22.7,1582.0,126.2
Kolkata,2016,20000,Petrol,Automatic,First,5.0,5.74,Maruti,Baleno,21.4,1197.0,83.1
Hyderabad,2010,71000,Petrol,Manual,First,5.0,3.3,Maruti,Swift,16.1,1197.0,85.0
Hyderabad,2010,29000,Diesel,Automatic,First,4.0,32.0,Mercedes-Benz,CLS-Class,9.9,3498.0,271.72
Ahmedabad,2016,27000,Diesel,Automatic,First,5.0,35.0,BMW,3,21.76,1995.0,190.0
Chennai,2017,19000,Diesel,Automatic,First,5.0,8.9,Maruti,Dzire,28.4,1248.0,73.75
Mumbai,2011,58000,Petrol,Manual,Second,5.0,4.0,Hyundai,Verna,17.01,1591.0,121.3
Kochi,2018,42203,Diesel,Manual,First,5.0,19.46,Jeep,Compass,17.1,1956.0,170.0
Hyderabad,2009,94000,Diesel,Automatic,First,5.0,5.25,Hyundai,Sonata,11.4,1991.0,142.0
Delhi,2013,52000,CNG,Manual,Second,5.0,2.6,Maruti,Eeco,15.1,1196.0,73.0
Kolkata,2018,4900,Diesel,Manual,First,5.0,9.22,Tata,Nexon,21.5,1497.0,108.5
Jaipur,2013,70000,Petrol,Manual,First,5.0,1.8,Hyundai,EON,21.1,814.0,55.2
Hyderabad,2005,100000,Diesel,Manual,Second,5.0,1.3,Tata,Indica,13.5,1405.0,
Kochi,2015,65266,Diesel,Automatic,First,5.0,31.75,BMW,5,14.69,2993.0,258.0
Delhi,2014,54569,Diesel,Manual,First,7.0,5.99,Maruti,Ertiga,20.77,1248.0,88.76
Kochi,2015,51361,Petrol,Manual,First,5.0,4.94,Honda,Amaze,18.0,1198.0,86.7
Jaipur,2007,125000,Petrol,Manual,Third,5.0,1.5,Ford,Fiesta,16.6,1388.0,68.0
Bangalore,2008,66000,Petrol,Manual,Third,5.0,3.25,Honda,Civic,13.5,1799.0,130.0
Hyderabad,2007,65047,LPG,Manual,First,5.0,1.95,Maruti,Wagon,17.3,1061.0,57.5
Delhi,2014,22281,Diesel,Manual,First,7.0,6.5,Maruti,Ertiga,20.77,1248.0,88.8
Delhi,2013,63210,Diesel,Manual,First,5.0,3.71,Hyundai,Grand,24.0,1120.0,70.0
Pune,2018,31000,Petrol,Manual,First,5.0,5.0,Hyundai,Xcent,20.14,1197.0,81.86
Ahmedabad,2008,60000,Petrol,Manual,First,5.0,1.99,Hyundai,i10,19.81,1086.0,68.05
Mumbai,2017,32006,Petrol,Manual,First,5.0,4.25,Honda,Amaze,18.0,1198.0,86.7
Ahmedabad,2009,78000,Diesel,Automatic,First,5.0,8.0,Audi,A6,12.4,2698.0,179.5
Mumbai,2011,9489,Petrol,Manual,First,5.0,2.95,Hyundai,i10,20.36,1197.0,78.9
Pune,2018,5000,Petrol,Manual,First,5.0,3.5,Renault,KWID,25.17,799.0,53.3
Jaipur,2012,60000,Diesel,Automatic,Second,5.0,16.0,Audi,A4,15.2,1968.0,140.8
Jaipur,2015,50000,Petrol,Manual,First,5.0,2.75,Maruti,Alto,22.74,796.0,47.3
Delhi,2015,53000,Petrol,Manual,First,5.0,6.95,Honda,City,17.8,1497.0,117.3
Delhi,2011,64000,Petrol,Automatic,Second,5.0,12.5,Mercedes-Benz,New,11.74,1796.0,186.0
Coimbatore,2017,43827,Diesel,Automatic,First,5.0,36.83,Audi,Q5,13.22,2967.0,241.4
Pune,2011,36431,Petrol,Manual,First,5.0,2.7,Volkswagen,Polo,16.2,1199.0,74.0
Mumbai,2017,35000,Diesel,Manual,First,5.0,9.9,Hyundai,Creta,21.38,1396.0,88.7
Kochi,2011,94832,Petrol,Manual,First,5.0,3.83,Honda,City,17.0,1497.0,118.0
Coimbatore,2012,88381,Petrol,Manual,First,5.0,5.25,Honda,City,17.0,1497.0,118.0
Kolkata,2016,45194,Diesel,Manual,First,5.0,7.75,Maruti,S,22.7,1598.0,118.0
Mumbai,2010,66000,Petrol,Manual,Second,5.0,2.46,Maruti,SX4,16.51,1586.0,103.2
Kolkata,2014,38578,Diesel,Manual,First,5.0,3.96,Maruti,Swift,23.4,1248.0,74.0
Chennai,2015,40000,Diesel,Manual,First,7.0,8.25,Maruti,Ertiga,20.77,1248.0,88.8
Coimbatore,2018,20632,Petrol,Manual,First,5.0,7.58,Hyundai,i20,18.6,1197.0,81.83
Hyderabad,2014,73042,Diesel,Manual,First,5.0,3.99,Hyundai,Grand,24.0,1120.0,70.0
Delhi,2014,54257,Petrol,Manual,First,5.0,6.25,Honda,City,17.4,1497.0,117.3
Hyderabad,2013,93000,Diesel,Manual,First,5.0,5.0,Skoda,Rapid,20.5,1598.0,103.5
Hyderabad,2005,102000,Diesel,Automatic,Second,5.0,4.65,Mercedes-Benz,E-Class,11.0,2987.0,198.5
Coimbatore,2016,28881,Diesel,Automatic,First,7.0,21.37,Hyundai,Santa,13.01,2199.0,194.3
Hyderabad,2007,52195,Petrol,Manual,First,5.0,1.75,Maruti,Alto,19.7,796.0,46.3
Coimbatore,2018,20422,Diesel,Manual,First,5.0,16.09,Isuzu,D-MAX,12.4,2499.0,134.0
Kolkata,2012,38000,Diesel,Manual,First,5.0,4.1,Hyundai,Verna,24.8,1396.0,88.7
Coimbatore,2015,92885,Diesel,Manual,First,5.0,3.56,Ford,Figo,20.0,1399.0,68.0
Pune,2010,43000,Petrol,Manual,Second,5.0,4.21,Honda,City,17.0,1497.0,118.0
Coimbatore,2016,70478,Diesel,Manual,First,5.0,6.86,Maruti,Swift,17.8,1248.0,
Delhi,2015,57000,Diesel,Manual,First,5.0,6.6,Hyundai,Verna,23.9,1582.0,126.2
Coimbatore,2018,32434,Petrol,Automatic,First,5.0,14.35,Hyundai,Creta,13.0,1591.0,121.3
Hyderabad,2017,32000,Diesel,Manual,First,5.0,9.5,Ford,Ecosport,22.7,1498.0,89.84
Delhi,2011,59000,Diesel,Automatic,First,4.0,21.9,BMW,X6,11.2,2993.0,241.0
Coimbatore,2016,76467,Diesel,Automatic,First,5.0,30.45,BMW,5,18.12,1995.0,190.0
Hyderabad,2016,100000,Diesel,Manual,First,5.0,5.1,Ford,Figo,25.83,1498.0,99.0
Pune,2013,37086,Petrol,Automatic,First,5.0,5.44,Hyundai,Verna,17.0,1591.0,121.3
Jaipur,2010,135000,Diesel,Manual,First,5.0,1.6,Ford,Ikon,13.8,1399.0,68.0
Kochi,2014,54862,Diesel,Automatic,First,5.0,16.67,Audi,A6,17.68,1968.0,174.33
Hyderabad,2010,67758,Petrol,Manual,First,5.0,9.5,Honda,CR-V,10.8,2354.0,
Pune,2012,56200,Petrol,Automatic,First,5.0,3.85,Hyundai,i20,15.0,1396.0,98.6
Kochi,2011,169006,Diesel,Manual,First,7.0,10.64,Toyota,Fortuner,14.24,2755.0,174.5
Bangalore,2016,20229,Petrol,Manual,First,5.0,3.5,Renault,KWID,25.17,799.0,53.3
Chennai,2008,62000,Petrol,Manual,Third,5.0,1.1,Chevrolet,Spark,18.0,995.0,62.0
Hyderabad,2011,51500,Petrol,Manual,Second,5.0,2.6,Hyundai,Verna,16.2,1599.0,103.2
Hyderabad,2012,69000,Diesel,Automatic,First,5.0,18.5,BMW,3,18.88,1995.0,184.0
Bangalore,2004,167000,Petrol,Manual,First,5.0,1.35,Hyundai,Santro,,1086.0,
Hyderabad,2015,62476,Diesel,Manual,First,5.0,7.95,Maruti,Swift,26.59,1248.0,74.0
Jaipur,2017,60500,Diesel,Manual,First,5.0,5.49,Hyundai,Xcent,25.4,1186.0,73.97
Mumbai,2017,17978,Petrol,Automatic,First,5.0,6.95,Honda,Jazz,19.0,1199.0,88.7
Jaipur,2008,300000,Diesel,Manual,First,5.0,1.0,Tata,Indigo,17.0,1405.0,70.0
Chennai,2013,123000,Diesel,Manual,Second,5.0,4.45,Ford,Fiesta,17.8,1399.0,67.0
Kolkata,2016,45296,Diesel,Manual,First,5.0,6.99,Maruti,S-Cross,25.1,1248.0,88.5
Coimbatore,2008,77325,Petrol,Manual,First,5.0,3.51,Maruti,SX4,15.6,1586.0,104.68
Kochi,2018,25858,Petrol,Automatic,First,5.0,7.54,Maruti,Baleno,21.4,1197.0,83.1
Bangalore,2016,120000,Diesel,Manual,First,5.0,3.65,Maruti,Ritz,23.2,1248.0,73.94
Ahmedabad,2016,22000,Diesel,Automatic,First,5.0,16.0,Hyundai,Elantra,19.5,1582.0,126.24
Kolkata,2012,11000,Petrol,Manual,First,5.0,1.4,Chevrolet,Spark,16.2,995.0,62.1
Mumbai,2017,3900,Petrol,Manual,First,5.0,6.45,Hyundai,i20,18.6,1197.0,81.83
Hyderabad,2016,106092,Diesel,Manual,First,5.0,4.4,Hyundai,Xcent,24.4,1120.0,71.0
Delhi,2015,27000,Petrol,Automatic,First,5.0,5.95,Honda,Jazz,19.0,1199.0,88.7
Ahmedabad,2013,11000,Petrol,Manual,First,5.0,3.9,Honda,Brio,19.4,1198.0,86.8
Coimbatore,2016,39753,Diesel,Automatic,First,5.0,35.28,Mercedes-Benz,E-Class,13.0,2143.0,201.1
Pune,2017,39800,Diesel,Manual,First,7.0,14.25,Tata,Hexa,17.6,2179.0,153.86
Pune,2017,73000,Diesel,Manual,First,5.0,4.5,Hyundai,Xcent,24.4,1120.0,71.0
Pune,2015,55000,Diesel,Manual,First,5.0,7.5,Ford,Ecosport,22.7,1498.0,89.84
Coimbatore,2017,18351,Petrol,Automatic,First,4.0,3.41,Tata,Nano,21.9,624.0,37.48
Pune,2013,45000,Petrol,Manual,Second,5.0,3.25,Honda,Brio,19.4,1198.0,86.8
Hyderabad,2016,112200,Diesel,Manual,First,7.0,8.3,Maruti,Ertiga,24.52,1248.0,88.5
Bangalore,2010,29000,Petrol,Manual,First,5.0,3.45,Hyundai,i10,20.36,1197.0,78.9
Hyderabad,2007,57309,Petrol,Manual,First,5.0,2.1,Hyundai,Santro,17.0,1086.0,
Mumbai,2015,53392,Diesel,Manual,First,7.0,11.95,Mahindra,XUV500,16.0,2179.0,140.0
Hyderabad,2010,71000,Diesel,Manual,First,5.0,4.25,Volkswagen,Vento,20.54,1598.0,103.6
Hyderabad,2014,93000,Diesel,Manual,First,7.0,8.25,Tata,Safari,14.0,2179.0,138.1
Hyderabad,2010,119000,Petrol,Manual,First,5.0,5.95,Honda,Accord,10.2,2354.0,180.0
Coimbatore,2016,42225,Petrol,Manual,First,7.0,4.3,Maruti,Eeco,15.1,1196.0,73.0
Ahmedabad,2012,65000,Diesel,Manual,First,5.0,3.9,Maruti,Swift,22.9,1248.0,74.0
Pune,2016,27809,Petrol,Automatic,First,5.0,6.41,Maruti,Baleno,21.4,1197.0,83.1
Coimbatore,2015,65100,Diesel,Manual,First,7.0,8.36,Mahindra,XUV500,15.1,2179.0,140.0
Chennai,2014,51000,Petrol,Manual,First,5.0,3.85,Hyundai,Xcent,19.1,1197.0,82.0
Hyderabad,2017,10000,Diesel,Automatic,First,5.0,36.0,Mercedes-Benz,New,19.27,2143.0,167.62
Kolkata,2011,54895,Petrol,Manual,First,5.0,7.5,Skoda,Superb,13.14,1798.0,160.0
Hyderabad,2015,80768,Diesel,Manual,First,5.0,5.7,Volkswagen,CrossPolo,20.14,1498.0,88.73
Kochi,2019,12076,Petrol,Manual,First,5.0,5.5,Maruti,Ignis,20.89,1197.0,81.8
